,loc
2704,"48.853877,2.378603"
2705,"48.870083,2.383534"
2706,"48.830662,2.27637"
2707,"48.888866,2.345665"
2708,"48.833364,2.321877"
2709,"48.880812,2.295669"
2710,"48.854219,2.390246"
2711,"48.846347,2.279137"
2712,"48.869111,2.395212"
2713,"48.870076,2.395939"
2714,"48.848488,2.260597"
2715,"48.83632,2.301885"
2716,"48.878033,2.309846"
2717,"48.840335,2.368597"
2718,"48.829003,2.306346"
2719,"48.839602,2.323411"
2720,"48.880192,2.343142"
2721,"48.872925,2.376247"
2722,"48.851705,2.318919"
2723,"48.834034,2.389848"
2724,"48.8456485,2.4100235"
2725,"48.898804,2.347456"
2726,"48.879598,2.376023"
2727,"48.834455,2.389975"
2728,"48.832759,2.307172"
2729,"48.834304,2.389801"
2730,"48.87098,2.376875"
2731,"48.868353,2.298975"
2732,"48.834472,2.38967"
2733,"48.823993,2.323357"
2734,"48.849426,2.284169"
2735,"48.85556,2.262241"
2736,"48.838739,2.404049"
2737,"48.834501,2.389817"
2738,"48.925905,2.230241"
2739,"48.874041,2.336932"
2740,"48.834551,2.389844"
2741,"48.889345,2.318611"
2742,"48.856197,2.273265"
2743,"48.890563,2.347061"
2744,"48.847854,2.307421"
2745,"48.867476,2.270453"
2746,"48.845875,2.393388"
2747,"48.834354,2.389667"
2748,"48.8544,2.319286"
2749,"48.847284,2.651149"
2750,"48.834387,2.389791"
2751,"48.846846847,2.38205349"
2752,"48.885045,2.353124"
2753,"48.863,2.402201"
2754,"48.845576,2.410043"
2755,"48.8343689,2.3895238"
2756,"48.887069,2.319415"
2757,"48.836106,2.402886"
2758,"48.877744,2.405112"
2759,"48.847308,2.439898"
2760,"48.834525,2.389647"
2761,"48.860376,2.222475"
2762,"48.834416,2.389707"
2763,"48.818902,2.305487"
2764,"48.789423,2.32019"
2765,"48.85257,2.407901"
2766,"48.834447,2.389924"
2767,"48.878658,2.397806"
2768,"48.868615,2.486174"
2769,"48.822865,2.321841"
2770,"48.864987,2.314756"
2771,"48.872842,2.33548"
2772,"48.834426,2.389525"
2773,"48.928496,2.361421"
2774,"48.834201,2.389973"
2775,"48.854714,2.3989"
2776,"48.834459,2.389583"
2777,"48.830071,2.299463"
2778,"48.834491,2.389656"
2779,"48.834507,2.38976"
2780,"48.895696,2.381626"
2781,"48.855375,2.370162"
2782,"48.839858,2.290324"
2783,"48.842536,2.354332"
2784,"48.818378,2.363395"
2785,"48.855556,2.262196"
2786,"49.037927,2.498546"
2787,"48.87164,2.305879"
2788,"48.861726,2.358734"
2789,"48.893058,2.304439"
2790,"48.772996,2.611444"
2791,"48.827481,2.377111"
2792,"48.835028,2.3894281"
2793,"48.905191,2.449253"
2794,"48.842255,2.390157"
2795,"48.819535,2.365122"
2796,"48.871455,2.408776"
2797,"48.879594,2.399452"
2798,"48.845499,2.350068"
2799,"48.893441,2.349227"
2800,"48.85944,2.274519"
2801,"48.925873,2.230218"
2802,"48.834583,2.389466"
2803,"48.847747,2.306155"
2804,"48.82931,2.384221"
2805,"48.849857,2.361438"
2806,"48.874868,2.363517"
2807,"48.867479,2.270433"
2808,"48.852971,2.357058"
2809,"48.836438,2.309887"
2810,"48.834371,2.389644"
2811,"48.886728,2.345256"
2812,"48.83444,2.38968"
2813,"48.896291,2.384351"
2814,"48.836915,2.3517"
2815,"48.821036,2.350499"
2816,"48.825985,2.322446"
2817,"48.899051,2.329783"
2818,"48.845405,2.260717"
2819,"48.8343732,2.3897939"
2820,"48.839002,2.389383"
2821,"48.834437,2.389616"
2822,"48.891656,2.303735"
2823,"48.820763,2.324554"
2824,"48.878966,2.39806"
2825,"48.857524,2.399594"
2826,"48.824143,2.352968"
2827,"48.848885,2.265094"
2828,"48.834296,2.389815"
2829,"48.868777,2.389492"
2830,"48.834452,2.389778"
2831,"48.866333,2.390091"
2832,"48.834393,2.38955"
2833,"48.826647,2.300907"
2834,"48.888465,2.30261"
2835,"48.883986,2.35507"
2836,"48.869192,2.376723"
2837,"48.83439,2.389477"
2838,"48.8367386,2.299441"
2839,"48.834536,2.389527"
2840,"48.83461,2.389675"
2841,"48.891556,2.29969"
2842,"48.834448,2.389736"
2843,"48.894464,2.38133"
2844,"48.898901,2.381216"
2845,"48.893771,2.339056"
2846,"48.843227,2.391198"
2847,"48.881435,2.396617"
2848,"48.831983,2.303103"
2849,"48.850808,2.326775"
2850,"48.851555,2.407175"
2851,"48.870698624,2.358698605"
2852,"48.87031,2.349261"
2853,"48.877621,2.287864"
2854,"48.836055,2.358565"
2855,"48.822725,2.334982"
2856,"48.853667,2.392371"
2857,"48.88729,2.336727"
2858,"48.864661,2.288628"
2859,"48.875487,2.341657"
2860,"48.834741,2.284194"
2861,"48.85275357,2.290658632"
2862,"48.884693,2.380097"
2863,"48.846744,2.410057"
2864,"48.865604,2.310286"
2865,"48.874975,2.322821"
2866,"48.868889,2.38269"
2867,"48.853609,2.291612"
2868,"48.874094,2.282172"
2869,"48.833241,2.317366"
2870,"48.854787,2.295233"
2871,"48.859284,2.344373"
2872,"48.846493,2.415524"
2873,"48.834441,2.389672"
2874,"48.853098,2.40085"
2875,"48.852786467,2.33505551"
2876,"48.88455,2.387387"
2877,"48.851744,2.327798"
2878,"48.862906,2.40026"
2879,"48.828526,2.303247"
2880,"48.852661,2.380078"
2881,"48.862600561,2.273837643"
2882,"48.888347,2.351682"
2883,"48.849035,2.287456"
2884,"48.88554,2.340368"
2885,"48.82672,2.327451"
2886,"48.892039,2.349869"
2887,"48.84247,2.369199"
2888,"48.827804,2.212763"
2889,"48.846578,2.399789"
2890,"48.860739,2.333957"
2891,"48.856998,2.378737"
2892,"48.878923,2.303108"
2893,"48.879612,2.372502"
2894,"48.859534,2.292209"
2895,"48.956381,2.500655"
2896,"48.818327,2.358564"
2897,"48.8464571,2.2851724"
2898,
2899,"48.865092,2.407471"
2900,"48.834484,2.389765"
2901,"48.878787,2.397965"
2902,"48.842069,2.3411562"
2903,"48.836161,2.402891"
2904,"48.895717,2.346603"
2905,"48.824979,2.377879"
2906,"48.902519,2.333027"
2907,"48.90209,2.363168"
2908,"48.834478,2.389705"
2909,"48.83653,2.301606"
2910,"48.848009,2.259985"
2911,"48.834081,2.389969"
2912,"48.836233,2.402999"
2913,"48.84802,2.466158"
2914,"48.851018,2.279502"
2915,"48.866617,2.491163"
2916,"48.834499,2.38986"
2917,"48.834533,2.389644"
2918,"48.931831,2.138282"
2919,"48.842402,2.265476"
2920,"48.834431,2.389547"
2921,"48.861401,2.266038"
2922,"48.826841,2.332012"
2923,"48.876839,2.289949"
2924,"49.421592,2.090482"
2925,"48.890171,2.324851"
2926,"48.883243,2.364039"
2927,"49.038027,2.498525"
2928,"48.865119,2.407438"
2929,"48.818571,2.333104"
2930,"48.88719,2.380958"
2931,"48.842921,2.324401"
2932,"48.852099,2.348152"
2933,"48.877661,2.47686"
2934,"48.845701,2.366376"
2935,"48.860118,2.291324"
2936,"48.862307,2.368849"
2937,"48.8344199,2.3894999"
2938,"48.821897,2.330378"
2939,"48.898745,2.374501"
2940,"48.862123,2.26995"
2941,"48.818415,2.358556"
2942,"48.83447,2.389448"
2943,"48.829099,2.326255"
2944,"48.861883,2.326477"
2945,"48.869122,2.38304"
2946,"48.904431,2.467998"
2947,"48.834512,2.389729"
2948,"48.944935,2.554341"
2949,"48.984435,2.359725"
2950,"48.843717,2.263345"
2951,"48.875523,2.335863"
2952,"48.857708,2.30029"
2953,"48.834518,2.389754"
2954,"48.85982,2.29668"
2955,"48.86357,2.349956"
2956,"48.834326,2.389467"
2957,"48.855628,2.262275"
2958,"48.834431,2.389682"
2959,"48.834446,2.39043"
2960,"48.870329,2.388224"
2961,"48.885367,2.293646"
2962,"48.885438,2.478268"
2963,"48.840213,2.402418"
2964,"48.827872,2.299408"
2965,"48.834399,2.3896173"
2966,"48.83445,2.38972"
2967,"48.86039,2.406867"
2968,"48.820624,2.321532"
2969,"48.870017,2.312052"
2970,"48.855867,2.354119"
2971,"48.855268,2.370424"
2972,"48.866873,2.392816"
2973,"48.847236,2.40329"
2974,"48.845083,2.369845"
2975,"48.854337,2.373452"
2976,"48.833289,2.405394"
2977,"48.895896,2.346605"
2978,"48.825195,2.349514"
2979,"48.876683,2.391779"
2980,"48.873994,2.326991"
2981,"48.8524581,2.3292817"
2982,"48.830782,2.319017"
2983,"48.833716,2.314669"
2984,"48.860929,2.314843"
2985,"48.843241,2.326581"
2986,"48.874083,2.28781"
2987,"48.871166,2.338089"
2988,"48.871715,2.306228"
2989,"48.851777,2.367954"
2990,"48.960508,2.501121"
2991,"48.876018,2.402645"
2992,"48.86385,2.334538"
2993,"48.886704,2.345294"
2994,"48.830675,2.380213"
2995,"48.865537,2.408833"
2996,"48.884556,2.340949"
2997,"48.884613,2.341168"
2998,"48.878194739,2.355754335"
2999,"48.8287,2.34296"
3000,"48.856302,2.365118"
3001,"48.879989,2.347344"
3002,"48.869102,2.388034"
3003,"48.883449,2.299132"
3004,"48.882003,2.351876"
3005,"48.837943,2.304007"
3006,"48.850064,2.402467"
3007,"48.857209,2.283209"
3008,"48.883525,2.268518"
3009,"48.846041,2.308238"
3010,"48.838653,2.308734"
3011,"48.840594,2.399273"
3012,"48.878781,2.39765"
3013,"48.841509,2.265617"
3014,"48.864193,2.406967"
3015,"48.860749,2.292194"
3016,"48.895469,2.361303"
3017,"48.878015,2.309779"
3018,"48.894391,2.32981"
3019,"48.872073,2.312552"
3020,"48.86291,2.314057"
3021,"48.844951,2.286158"
3022,"48.838686,2.278269"
3023,"48.931718,2.2759"
3024,"48.829971,2.387793"
3025,"48.898812,2.372199"
3026,"48.834562,2.389972"
3027,"48.88765,2.344393"
3028,"48.863773,2.290582"
3029,"48.888493,2.3917"
3030,"48.853036,2.411751"
3031,"48.871693,2.280903"
3032,"48.834486,2.389699"
3033,"48.89637,2.384421"
3034,"48.858932,2.33"
3035,"48.873105,2.388402"
3036,"48.834369,2.38971"
3037,"48.840194,2.27799"
3038,"48.834481,2.389649"
3039,"48.865226,2.300231"
3040,"48.877459,2.400138"
3041,"48.834424,2.389698"
3042,"48.871489,2.486143"
3043,"48.843385,2.374505"
3044,"49.007419,2.365067"
3045,"48.943595,2.28818"
3046,"48.826272,2.364169"
3047,"48.892186,2.361855"
3048,"48.843936,2.323097"
3049,"48.895281,2.378893"
3050,"48.876147871,2.379547886"
3051,"48.949535,2.280746"
3052,"48.8939018,2.3177769"
3053,"48.834464,2.389785"
3054,"48.899592,2.193114"
3055,"48.834329,2.389606"
3056,"48.83809,2.263017"
3057,"48.895041,2.359271"
3058,"48.928396,2.361623"
3059,"48.893784,2.314107"
3060,"48.92393,2.517844"
3061,"48.8430851,2.3527633"
3062,"48.846199741,2.285194285"
3063,"48.866056,2.365703"
3064,"48.833847472,2.289697068"
3065,"48.864019,2.290601"
3066,"48.83786,2.37039"
3067,"48.870106,2.305777"
3068,"48.846644,2.340714"
3069,"48.834426,2.333603"
3070,"48.876022,2.287907"
3071,"48.87056,2.289737"
3072,"48.887285,2.336827"
3073,"48.845852,2.375639"
3074,"48.81831,2.363497"
3075,"48.88252,2.370158"
3076,"48.862937,2.315483"
3077,"48.896409082,2.375934316"
3078,"48.837554,2.346404"
3079,"48.844142,2.320329"
3080,"48.887842,2.311592"
3081,"48.879907,2.32089"
3082,"48.870106,2.349239"
3083,"48.853585,2.396451"
3084,"48.846963,2.312436"
3085,"48.874248,2.317585"
3086,"48.889334,2.31859"
3087,"48.871527,2.340451"
3088,"48.856244,2.314833"
3089,"48.857065,2.348702"
3090,"48.897725539,2.347143327"
3091,"48.884018,2.398305"
3092,"48.848408,2.349379"
3093,"48.870871,2.30325"
3094,"48.881928,2.291131"
3095,"48.844246,2.345653"
3096,"48.876407,2.375758"
3097,"48.829045,2.306461"
3098,"48.856494,2.292678"
3099,"48.833835,2.289791"
3100,"48.833169,2.29218"
3101,"48.866697,2.381269"
3102,"48.869981,2.301452"
3103,"48.837721,2.382609"
3104,"48.866513,2.381511"
3105,"48.893904,2.317758"
3106,"48.851666,2.319149"
3107,"48.834397,2.389712"
3108,"48.946111,2.283466"
3109,"48.841672574,2.262602569"
3110,"48.882355,2.369439"
3111,"48.885253,2.319392"
3112,"48.866142,2.307517"
3113,"48.872488,2.484921"
3114,"48.891671,2.303736"
3115,"48.86307,2.319599"
3116,"48.834503,2.389881"
3117,"48.861134,2.412772"
3118,"48.83082,2.399192"
3119,"48.898763885,2.374320521"
3120,"48.848809,2.263643"
3121,"48.849021,2.413297"
3122,"48.925878,2.230246"
3123,"48.818432,2.358564"
3124,"48.876916,2.407229167"
3125,"48.852781,2.406585"
3126,"48.885022,2.352396"
3127,"48.865137,2.407449"
3128,"48.82702,2.293058"
3129,"48.853815,2.265454"
3130,"48.85355,2.409541"
3131,"48.825427,2.367204"
3132,"48.868832,2.273158"
3133,"48.834452,2.389691"
3134,"48.874185,2.303061"
3135,"48.824059,2.370281"
3136,"48.85825,2.347305"
3137,"48.8291,2.326122"
3138,"48.897216,2.342036"
3139,"48.90033,2.3348346"
3140,"48.817663,2.358993"
3141,"48.852932447,2.262511576"
3142,"48.891044965,2.383628342"
3143,"48.902009,2.323226"
3144,"48.851061,2.267088"
3145,"48.834484,2.389373"
3146,"48.890629,2.381708"
3147,"48.856646,2.281895"
3148,"48.8426819,2.3543819"
3149,"48.856353,2.251468"
3150,"48.83446,2.290154"
3151,"49.435965,1.095333"
3152,"48.832732,2.278644"
3153,"48.834522,2.389488"
3154,"49.219003,2.902248"
3155,"48.855477,2.320414"
3156,"48.825932,2.364672"
3157,"48.883556,2.308875"
3158,"48.827982,2.369511"
3159,"48.834505,2.389717"
3160,"48.891898,2.30564"
3161,"48.834495,2.389732"
3162,"48.834412,2.389705"
3163,"48.834828,2.38967"
3164,"48.866961,2.324093"
3165,"48.839647,2.283933"
3166,"48.878097019,2.329308816"
3167,"48.88956,2.382582"
3168,"48.860329,2.33205"
3169,"48.888272,2.293647"
3170,"48.845244,2.282465"
3171,"48.884002,2.295682"
3172,"48.857686,2.335695"
3173,"48.881534072,2.292498656"
3174,"48.886357,2.328139"
3175,"48.884053,2.391893"
3176,"48.862688,2.273759"
3177,"48.872808,2.376155"
3178,"48.870053,2.312151"
3179,"48.826853834,2.306908113"
3180,"48.846382,2.415564"
3181,"48.8348,2.326864"
3182,"48.862647,2.273994"
3183,"48.881490761,2.353873916"
3184,"48.847035,2.326575"
3185,"48.844672,2.271666"
3186,"48.86506,2.407383"
3187,"48.852857936,2.386228851"
3188,"48.869192,2.297506"
3189,"48.880168,2.3509613"
3190,"48.859014,2.278383"
3191,"48.845088,2.258498"
3192,"48.85467,2.319754"
3193,"48.859884169,2.354615872"
3194,"48.851956257,2.399288269"
3195,"48.86742,2.270481"
3196,"48.834496,2.389691"
3197,"48.856084,2.293057"
3198,"48.845419,2.41096"
3199,"48.895926,2.329922"
3200,"48.864178,2.36461"
3201,"48.871974,2.338492"
3202,"48.848522,2.260428"
3203,"48.864843,2.37378"
3204,"48.861134,2.412821"
3205,"48.884295,2.345799"
3206,"48.83875,2.345801"
3207,"48.854979,2.325966"
3208,"48.852923,2.411764"
3209,"48.857039,2.310051"
3210,"48.883378,2.373926"
3211,"48.83437,2.389784"
3212,"48.853242,2.36447"
3213,"48.868074,2.324486"
3214,"48.854835,2.272892"
3215,"48.848293,2.376059"
3216,"48.888477,2.391735"
3217,"48.821614,2.34319"
3218,"48.846174,2.314318"
3219,"48.848828,2.328655"
3220,"48.829006,2.294649"
3221,"48.849432,2.280608"
3222,"48.822663,2.364486"
3223,"48.93253,2.36838"
3224,"48.872729,2.280098"
3225,"48.839118,2.254619"
3226,"48.834533,2.389595"
3227,"48.830138,2.299993"
3228,"48.887818,2.328122"
3229,"48.833655,2.321685"
3230,"48.833451,2.29603"
3231,"48.8345,2.389718"
3232,"48.831658,2.278054"
3233,"48.868951,2.382689"
3234,"48.833242,2.405329"
3235,"48.869579,2.344472"
3236,"48.866615,2.491129"
3237,"48.834398,2.389388"
3238,"48.835338,2.265421"
3239,"48.877757,2.405189"
3240,"48.835683,2.286341"
3241,"48.834146,2.389895"
3242,"48.834399,2.389743"
3243,"48.915542,2.403913"
3244,"48.862086,2.270036"
3245,"48.9259,2.230238"
3246,"48.825134,2.303991"
3247,"48.883932,2.36931"
3248,"48.834722,2.40096"
3249,"49.435643,1.095675"
3250,"48.956309,2.500564"
3251,"48.938231667,2.250953333"
3252,"49.07565,6.570871"
3253,"48.861151,2.357964"
3254,"48.869194,2.403024"
3255,"49.101278,2.745718"
3256,"48.834553,2.389777"
3257,"48.834461,2.389471"
3258,"48.84281,2.279812"
3259,"48.84775,2.415865"
3260,"48.870436,2.419248"
3261,"48.818355,2.36346"
3262,"48.68843,2.382193"
3263,"48.877244,2.389458"
3264,"48.95587,2.501501"
3265,"48.834583,2.389739"
3266,"48.8343585,2.3895631"
3267,"48.869555,2.393288"
3268,"48.876919,2.33441"
3269,"48.866054546,2.33897515"
3270,"48.828777,2.322444"
3271,"48.771711,2.350818"
3272,"48.888462,2.297287"
3273,"48.880244,2.398834"
3274,"48.886058,2.300462"
3275,"48.826798,2.306805"
3276,"48.825593,2.379295"
3277,"48.864891,2.384846"
3278,"48.888724,2.335769"
3279,"48.953022667,2.281577167"
3280,"48.832518,2.278657"
3281,"48.907313,2.342117"
3282,"48.857785,2.350928"
3283,"48.853721,2.2879"
3284,"48.889211449,2.378457964"
3285,"48.870266,2.348935"
3286,"48.863604,2.347798"
3287,"48.870583,2.332664"
3288,"48.851239,2.404144"
3289,"48.834483,2.389756"
3290,"48.831747,2.278094"
3291,"48.834467,2.389717"
3292,"48.86907,2.27171"
3293,"48.834342,2.389934"
3294,"48.834436,2.389714"
3295,"48.871928,2.468473"
3296,"48.834357,2.389541"
3297,"48.876084,2.320948"
3298,"48.829095,2.303763"
3299,"48.925811,2.230315"
3300,"48.819942,2.355849"
3301,"48.8537773,2.3776105"
3302,"48.8788,2.411631"
3303,"48.886277,2.362695"
3304,"48.868897,2.408244"
3305,"48.832578,2.278614"
3306,"48.83031,2.365473"
3307,"48.862589,2.383487"
3308,"48.834391,2.389355"
3309,"48.8486545,2.265796"
3310,"48.8343536,2.3896832"
3311,"48.824465,2.323314"
3312,"48.952891,2.327195"
3313,"48.843999,2.275109"
3314,"48.853014,2.318889"
3315,"48.841111,2.344382"
3316,"48.8439272,2.322576925"
3317,"48.828637,2.295773"
3318,"48.850087,2.274793"
3319,"48.845209,2.260731"
3320,"48.871687,2.300127"
3321,"48.897276,2.324015"
3322,"48.856807797,2.280764571"
3323,"48.833034845,2.347052498"
3324,"48.865562,2.386478"
3325,"48.830688,2.334282"
3326,"48.839226,2.380514"
3327,"48.843335,2.407856"
3328,"48.873272,2.317939"
3329,"48.878711,2.345386"
3330,"48.851636,2.301245"
3331,"48.876131888,2.379535761"
3332,"48.838723,2.281509"
3333,"48.871489,2.38761"
3334,"48.878738,2.323339"
3335,"48.879539,2.39944"
3336,"48.839156,2.359312"
3337,"48.836379,2.398931"
3338,"48.84868,2.320481"
3339,"48.87902,2.401299"
3340,"48.8882,2.390432"
3341,"48.8335,2.309398"
3342,"48.889481774,2.320030813"
3343,"48.8989,2.223821"
3344,"48.821957711,2.330306185"
3345,"48.884898,2.309186"
3346,"48.860965,2.286461"
3347,"48.869282,2.27192"
3348,"48.889519,2.340777"
3349,"48.839452,2.356309"
3350,"48.836965,2.383183"
3351,"48.851592,2.3478"
3352,"48.822886,2.321922"
3353,"48.820458,2.354198"
3354,"48.865170777,2.390992155"
3355,"48.86088915,2.361238161"
3356,"48.838471,2.340704"
3357,"48.834392,2.38975"
3358,"48.834485,2.389559"
3359,"48.845297,2.2587"
3360,"48.865361,2.285038"
3361,"48.859655897,2.373334673"
3362,"48.87398,2.404946"
3363,"48.884955793,2.320826363"
3364,"48.872875,2.291639"
3365,"48.840115036,2.400218718"
3366,"48.826993,2.293078"
3367,"48.825497,2.36729"
3368,"48.956617,2.500513"
3369,"48.850755,2.35666"
3370,"48.8666703,2.2898778"
3371,"48.8474,2.380218"
3372,"48.887399,2.394229"
3373,"48.8218,2.333872"
3374,"48.839489,2.262398"
3375,"48.87283,2.363371"
3376,"48.834462,2.389849"
3377,"48.856512,2.302818"
3378,"48.834517,2.38969"
3379,"48.896299,2.384231"
3380,"48.866644,2.491212"
3381,"48.876055,2.34444"
3382,"48.869194,2.382993"
3383,"48.88623,2.28557"
3384,"48.826765,2.327433"
3385,"48.950613,2.551256"
3386,"48.829834,2.400711"
3387,"48.835941,2.290068"
3388,"48.837597,2.397161"
3389,"48.8343333,2.3897589"
3390,"48.845234,2.29791"
3391,"48.841178,2.280769"
3392,"48.988985,1.896105"
3393,"48.896254,2.384565"
3394,"48.834471,2.389739"
3395,"48.854139,2.351788"
3396,"48.834513,2.389613"
3397,"48.851916,2.338478"
3398,"48.819466,2.348298"
3399,"48.859963,2.291638"
3400,"48.825041,2.323539"
3401,"48.863601,2.383227"
3402,"48.834919,2.403736"
3403,"48.949006,2.35159"
3404,"48.899701,2.372258"
3405,"48.848859,2.365302"
3406,"48.832905,2.303628"
3407,"48.8448108,2.3567229"
3408,"48.834509,2.389609"
3409,"48.942508,2.290005"
3410,"48.871445,2.30222"
3411,"48.834539,2.389646"
3412,"48.846691,2.279156"
3413,"48.8343715,2.3897225"
3414,"48.877479,2.400339"
3415,"48.903225,2.379154"
3416,"48.857006,2.354536"
3417,"48.827557,2.37718"
3418,"48.857123,2.294241"
3419,"48.879167,2.286604"
3420,"48.838458,2.340705"
3421,"48.85989,2.296685"
3422,"48.864042,2.288269"
3423,"48.888424,2.317332"
3424,"48.838305,2.311703"
3425,"48.879854,2.299281"
3426,"48.83629,2.260767"
3427,"48.892642004,2.335608068"
3428,"48.886524,2.347917"
3429,"48.883311,2.29893"
3430,"48.8861839,2.3908359"
3431,"48.877763,2.405367"
3432,"48.88317,2.334685"
3433,"48.85862,2.328657"
3434,"48.845986,2.32351"
3435,"48.827488016,2.335555258"
3436,"48.847035572,2.407889912"
3437,"48.857574,2.399555"
3438,"48.860431,2.271997"
3439,"48.836234,2.353299"
3440,"48.866932,2.373245"
3441,"48.895449,2.337676"
3442,"48.835081,2.34195"
3443,"48.858876,2.34624"
3444,"48.875022,2.412809"
3445,"48.843255,2.281155"
3446,"48.818082,2.359516"
3447,"48.889569327,2.367966799"
3448,"48.824285035,2.323359972"
3449,"48.876022,2.321078"
3450,"48.882297,2.339323"
3451,"48.861862,2.311592"
3452,"48.884228,2.330451"
3453,"48.84241,2.400969"
3454,"48.83829,2.371554"
3455,"48.842409,2.400983"
3456,"48.880251685,2.285705694"
3457,"48.876251,2.387623"
3458,"48.835917,2.399978"
3459,"48.830654,2.313817"
3460,"48.834389,2.38963"
3461,"49.202582,3.28513"
3462,"48.831153,2.305387"
3463,"48.885370186,2.384504277"
3464,"48.889204,2.318576"
3465,"48.866731,2.316667"
3466,"48.834518,2.389529"
3467,"48.8344035,2.389639"
3468,"48.912856,2.312665"
3469,"48.834684,2.38989"
3470,"48.830861,2.399147"
3471,"48.866986,2.394424"
3472,"48.845308,2.260677"
3473,"48.834574,2.389752"
3474,"48.834405,2.389701"
3475,"48.892754,2.304082"
3476,"48.856664,2.264483"
3477,"48.905981,2.380166"
3478,"48.879565,2.3995"
3479,"48.874525,2.381537"
3480,"48.853413,2.35212"
3481,"48.83454,2.389817"
3482,"48.944195,2.28683"
3483,"48.873525,2.43051"
3484,"48.822757,2.322078"
3485,"48.887405,2.37301"
3486,"48.846923,2.279089"
3487,"48.884657,2.384978"
3488,"48.854281957,2.373441049"
3489,"48.861577,2.341764"
3490,"48.838471,2.311629"
3491,"48.855061,2.265775"
3492,"48.872495,2.36425"
3493,"48.866634,2.491213"
3494,"48.834443,2.389765"
3495,"48.890372,2.298518"
3496,"48.878777,2.397868"
3497,"48.876871,2.289905"
3498,"48.8901946,2.33918"
3499,"48.727222,4.578245"
3500,"48.825027,2.323717"
3501,"48.855505,2.475715"
